Booking ID,Booking Date,Trip Start Date,Trip End Date,Lead Time,Aircraft_hash,Trip Type,Origin,Aircraft Type,Manufacturer,Size,Customer_hash,Price,Salesperson_hash,Flight Time,Flight Distance,Passengers,Itinerary,Starting ICAO,Ending ICAO,Customer Segment,Trip Class,Trip Category,Status
EJEPZ,8/9/2023,8/27/2023,8/27/2023,17.0,ef624aaf6001db421b0b017737b3672119917f92d17a0614ade0cbc2e637d0b1,Charter | 135,EMAIL,Gulfstream G500,Gulfstream,Large,bf790c1e12ead1ce1218b3a9505962415a038cd2243cb15810b457a45e9ac3be,0.0,800ce0193fc9487cb5a13d7efa4e27facf9daf05b949543d67f17f4e7fe3b50d,0.0,1790.0,13.0,KBED/KTEB/KBZN,KBED,KBZN,Wholesale,One way trip,Domestic,Cancelled
ILCAT,8/23/2023,8/29/2023,8/29/2023,6.0,750c39720f53fc6e413b75fef91f0ac3fb79d80690379e7b139a3c69312a36ad,Charter | 135,EMAIL,Phenom 300,Embraer,Light,6ea97ecc6d7b522a3f80be46c21b7f1caaaf0091ffa69714b5174c070e31781b,0.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,0.0,660.0,5.0,KVNY/KSDL/KVNY,KVNY,KVNY,Key Account,Roundtrip,Domestic,Cancelled
EZOFR1,10/7/2021,10/9/2021,10/9/2021,2.0,2226d7878a77c6c5e30d44cb71487cd727e6cae3c6c984e10af843d0e46baf4a,Subcharter | 135,EMAIL,Citation CJ1+,Cessna,Light,73c6837fa9fb3d337a8e83a46a34f6bc484d9f0d2c713b7e8ff9bda8a22d0f71,1638.06,ef1a24e63c3e048cdb8f2ac976b9c24f6cb3a3a6bf75604758fba75a70c330b6,1.6,483.0,2.0,CYYZ/KMDW/KMSN,CYYZ,KMSN,,,,Booked
UBLID,8/24/2023,10/1/2023,10/2/2023,38.0,ce8be4b856ae5777237a0d5a1e8cd826bade69ab220c033c07f955ebfe56b013,Charter | 135,EMAIL,Gulfstream 550,Gulfstream,Large,f86940d0e5379b8ecb883e1c7bf62016e17f88573dbb542d1de2d312e1f4f3fe,90049.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,9.05,3964.0,4.0,KVNY/KIAD/KVNY,KVNY,KVNY,Wholesale,Roundtrip,Domestic,Booked
KUIFX,5/31/2022,6/1/2022,6/1/2022,0.0,28f2af552451998ca6e15f95fdb4a1bb84db74092d5b9bd5a6e1affb0dc43809,Charter | 135,EMAIL,Falcon 2000EX,Dassault,Super Mid-Size,c8dbaff850633e1da65c4342cb511ecbeaaf939d02bffafa7be4b796313f10fa,40727.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,2.566666667,765.0,3.0,KVNY/KPGA/KLAS/KVNY,KVNY,KVNY,New Retail,Roundtrip,Domestic,Booked
ITXAY,8/21/2023,9/6/2023,9/15/2023,16.0,ce8be4b856ae5777237a0d5a1e8cd826bade69ab220c033c07f955ebfe56b013,Charter | 135,EMAIL,Gulfstream 550,Gulfstream,Large,f75ebfd196d7d1593ce48aab9c067d84a6f0a8f2a35287eb5afcfa132d2f5466,101903.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,0.0,8516.0,13.0,KVNY/KTEB/KVNY,KVNY,KVNY,Owner,Roundtrip,Domestic,Cancelled
URQUM,5/29/2022,5/30/2022,5/30/2022,0.0,0c7ba42a2fa7829b625149dc471b649d404bf774446c96ab12684e02fb6fd8a4,Subcharter | 135,EMAIL,Gulfstream GIV,Gulfstream,Large,1a93de506127194cd8b7e5ea15596407c2930b4f457e33cae7f0fa59d5bab765,44695.0,77860aa3545c35b2a1caaa53f0802599dca0498bcccebb930ec388652f4ec41e,2.066666667,818.0,2.0,KBFI/KVNY,KBFI,KVNY,Key Account,,Domestic,Booked
ARUPA1,8/1/2023,8/25/2023,8/27/2023,24.0,91bc9cd76d826101ab06f452d4804b80736c4da0800608e6e764dacd02c753f9,Charter | 135,EMAIL,Embraer 135BJ,Embraer,Large,aa1a42cc351299e109269a96dcfb57ac8bfc69815f6652d368e02268c40eaf01,35777.65,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,4.55,1834.0,3.0,KLAS/KGKY/KLAS,KLAS,KLAS,New Retail,Roundtrip,Domestic,Booked
XAPOF,5/30/2022,5/31/2022,6/1/2022,1.0,2e8a53d17d9078066adaa5ebc4e15d1461ab508bc36e98c694fc5e4a2a5e592c,Charter | 135,EMAIL,Challenger 300,Bombardier,Super Mid-Size,beeb11a1b768789c6f9015512bc3a45a2ae8655ddc3a261d4527ee338995311a,40154.0,ef1a24e63c3e048cdb8f2ac976b9c24f6cb3a3a6bf75604758fba75a70c330b6,6.333333333,2652.0,1.0,KVNY/KMSP/KVNY,KVNY,KVNY,New Retail,Roundtrip,Domestic,Booked
PAETC3,10/11/2021,12/19/2021,12/19/2021,69.0,28f2af552451998ca6e15f95fdb4a1bb84db74092d5b9bd5a6e1affb0dc43809,Charter | 135,EMAIL,Falcon 2000EX,Dassault,Super Mid-Size,77d6ad939ccdd70bbce082b9d7dbfb586a32d5ef4dcdfebf7e70322cb8ea94cd,34518.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,2.166666667,1616.0,10.0,KVNY/MMSD,KVNY,MMSD,,,,Booked
UJDAJ3,8/27/2023,8/28/2023,8/28/2023,0.0,edebc00505b63ad449dc6c283222dd8581a89c63764e68855fe22e189bb3088d,Subcharter | 135,EMAIL,Citation Excel,Cessna,Mid-Size,da727b3df90727bfbe83473c72a474ba78be8134e1db8a5fb0819741767a9ea3,23217.0,c43237bab3363d2fdac6698a860029282220ba6b6a9a692bdc8aaff9ce81d944,1.8,725.0,2.0,KLAX/KPDX,KLAX,KPDX,New Retail,,Domestic,Booked
XEEXV,10/15/2021,10/16/2021,10/17/2021,1.0,ad9214296e3d6c67b84b992bf4a7317ce2f0dc6f9648623ea342b2678e501535,Charter | 135,EMAIL,Gulfstream 150,Gulfstream,Mid-Size,0ed3e4fc493fd3bc3263140eceadd1e83c79aa5ad29ff05389d146a2682ac03a,32232.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,7.5,3152.0,1.0,KVNY/KBHM/KVNY,KVNY,KVNY,,,,Booked
OKUTN,5/31/2022,6/2/2022,6/3/2022,2.0,7525745cee5bc8f364e98f1c0778476bd6a617a7e9213c5e7c2401b4e9890083,Charter | 135,AVINODE,Citation X,Cessna,Super Mid-Size,150b2bfdd3514b2e6b648b8e0e74cbbe93436e77c0f3533057fe111b3a4a567b,43658.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,6.95,3040.0,6.0,KBFI/KSFO/KCLE/KBVX,KBFI,KBVX,Wholesale,One way trip,Domestic,Booked
ILCAT1,8/28/2023,8/29/2023,8/29/2023,1.0,fd5764b3cbdc5bf2fd1d3014f55c6d4f1f0826a83c22e0306e3c916b13b3718d,Subcharter | 135,EMAIL,Phenom 300,Embraer,Light,6ea97ecc6d7b522a3f80be46c21b7f1caaaf0091ffa69714b5174c070e31781b,12965.67,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,1.05,330.0,5.0,KVNY/KSDL,KVNY,KSDL,Key Account,,Domestic,Booked
XEBOS,5/31/2022,6/2/2022,6/2/2022,2.0,82f5e3d5ba341bb271bb046c8046725c690d460903894fb63d3ee5d62852e2e1,Charter | 135,EMAIL,Cessna Citation Ultra,Cessna,Light,4b58a25c2398025eabff43eae4c8914435d3f9c8b19586414435f3883858118a,12363.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,1.9,517.0,2.0,KSBA/KLAS/KVNY/KSBA,KSBA,KSBA,Key Account,Roundtrip,Domestic,Booked
ORCOK,12/3/2021,12/29/2021,12/31/2021,26.0,64a818f20c2eef63d58d4172a7b1481a3d509c658f9cfd7d7ca080052d668b54,Charter | 135,EMAIL,Challenger 300,Bombardier,Super Mid-Size,5701e1e0f91c84f037c582fba067d8664ca7044504a7bfa5482d48ef5f044e80,59335.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,10.41666667,4658.0,6.0,KBFI/PHNL,KBFI,PHNL,,,,Booked
JIOVI,10/21/2021,10/25/2021,10/25/2021,3.0,4f9c50d37666a9dae59042a1a8865b4ef73c1ce796bff45c5a90b838d975156a,Charter | 135,EMAIL,Learjet 70,Bombardier,Light,8a06e5e5a00aa82bd1d346e5ddf41a0eee78097d54d4f5d42799642c86f84f78,12686.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,1.333333333,398.0,2.0,KVNY/KLAS/KVNY,KVNY,KVNY,,,,Booked
ZATUF1,11/19/2021,11/25/2021,11/25/2021,5.0,db4495c85e8f389c318d3c23b8d18bd0fab57c444002decc2f55002520b33cbe,Subcharter | 135,EMAIL,Citation CJ3,Cessna,Light,16462f8705ec20f3bf8ed7dbc98a797b72e3bcf41493ca0921853f53d18ce145,7800.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,0.616666667,199.0,3.0,KVNY/KLAS,KVNY,KLAS,,,,Booked
POCIH5,10/11/2021,12/16/2021,12/17/2021,66.0,64ec2bee2b64ea2d0e24c6a72d72b4358d6b4338c07ef75d7e081c679392f358,Charter | 135,EMAIL,Gulfstream 550,Gulfstream,Large,1a93de506127194cd8b7e5ea15596407c2930b4f457e33cae7f0fa59d5bab765,53946.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,5.4,2148.0,14.0,KVNY/MMPR/KVNY,KVNY,KVNY,,,,Booked
OROGR,6/1/2022,6/8/2022,6/11/2022,7.0,530da37ef03844782fd6f846f44a152a7d7807f18c7cd1f6e57379d3d2b98bbc,Charter | 135,EMAIL,Falcon 2000EX,Dassault,Super Mid-Size,8296db2d2e2be89f836528a2a34239736e930fa46accd81aed2ba1083e6a9da9,11500.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,0.0,4520.0,8.0,,,,Key Account,Roundtrip,Domestic,Cancelled
ANFUZ3,8/29/2023,9/2/2023,9/6/2023,4.0,28f2af552451998ca6e15f95fdb4a1bb84db74092d5b9bd5a6e1affb0dc43809,Charter | 135,EMAIL,Falcon 2000EX,Dassault,Super Mid-Size,711967d133e1c07048610448593b61b52ea450ee1fc0c7f72cccddb8f02c2862,67144.28,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,9.8,4941.0,3.0,KVNY/KRDU/KDAL/KVNY,KVNY,KVNY,Existing Retail,Roundtrip,Domestic,Booked
HAJIO,5/31/2022,6/1/2022,6/3/2022,0.0,83f5a5d866b7cef54edc0148ac82bb6fce2a2851d94bb736c82928cb77b461c1,Charter | 135,EMAIL,Falcon 900EX Easy,Dassault,Large,5f454789db6762619496f9fa88077d8d61dbbb3de6f64b27a5a759734769548d,116366.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,10.2,4115.0,4.0,KOXC/KHPN/KPHX/KLAS/KHPN/KOXC,KOXC,KOXC,Wholesale,Roundtrip,Domestic,Booked
AVORJ,11/11/2021,11/10/2021,11/16/2021,-1.0,aa68ce69673ec50f220a66d84fcf0140308a2e3cc56d463ac6a979ab89b49889,Charter | 135,DISPATCH,Global Express,Bombardier,Large,ed7a1e1337694c37da342a91080dab7ebcc9005afa39a917a9688d15d6e482b2,116216.0,9cbb92bfa061afd27be007e6eafb9fa462cd4abf11d588c1309f0ba450a18a19,9.866666667,4314.0,14.0,KVNY/PHOG/KVNY,KVNY,KVNY,,,,Booked
BAUDL,6/2/2022,7/7/2022,7/7/2022,35.0,0c7ba42a2fa7829b625149dc471b649d404bf774446c96ab12684e02fb6fd8a4,Subcharter | 135,EMAIL,Gulfstream GIV,Gulfstream,Large,f9b96e585ee86f80c1724198b379321515eee996a89f341f80de03f24a1e8e8c,51445.0,c43237bab3363d2fdac6698a860029282220ba6b6a9a692bdc8aaff9ce81d944,5.0,1980.0,1.0,KHEF/KVNY,KHEF,KVNY,New Retail,,Domestic,Booked
PIYAJ,11/15/2021,11/22/2021,11/23/2021,7.0,dc21d8a3401f08dc4224faf452deb844d66d43b8216a86c29c4163630820bddd,Charter | 135,EMAIL,Gulfstream G550,Gulfstream,Large,1aee86aef9df121e11252765318bea4c4c38f100c0971b655300c0a12f4b466e,202633.0,ee161b1189d06b4fc6df8c02df6fcbe3630da808e97e8934213ff9602566107c,6.666666667,2185.0,6.0,KHYA/KBED/KFXE/KAPF/KTEB,KHYA,KTEB,,,,Booked
IBWIH2,8/24/2023,9/3/2023,9/3/2023,10.0,64c0be756f2f29e0cd3707b038dfb2b931a554487d11eef08d1cd09978ec543f,Subcharter | 135,EMAIL,Citation X,Cessna,Super Mid-Size,a100a30150c470b2ffa9be0c83bb92ea30b03244e77efcc25e4de808128ba5b4,41427.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,4.7,1917.0,5.0,KPLN/KSBA/KTRM,KPLN,KTRM,Owner,,Domestic,Booked
UHRUB,8/29/2023,9/14/2023,9/18/2023,16.0,54827b0ad3a7058f850d48fea70b5d1e116e66450cacaf56eab90fe55331b2a6,Charter | 135,EMAIL,Challenger 300,Bombardier,Super Mid-Size,e534cc656f905579204ae17927c389a9d9b3740d6f72d79616d0c8247d8c359c,84703.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,10.61666667,4374.0,2.0,KVNY/KCMA/KTEB/KCMA/KVNY,KVNY,KVNY,Wholesale,Roundtrip,Domestic,Booked
KAPIC,6/1/2022,6/2/2022,6/4/2022,1.0,b22cebca21e464c8d1bf3a693d5b0bdd56a8f1173a3754d8bf9834523df0e243,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,6d516bc105d47e3c0c1137afe9cae64bdccf411cd329765e0fea02287d72688a,118717.0,917a0a635f8d9e40c527b81aa623caa9f4a3168cde4a85a6b7c8c4ffe41d9dd5,12.61666667,4990.0,7.0,KOAK/KVNY/PHNL/KVNY/KOAK,KOAK,KOAK,Owner,Roundtrip,Domestic,Booked
HEUHC1,11/16/2021,11/22/2021,11/22/2021,6.0,617a5af44e5f7e39b676cdefe520c06a7893859b7de3203ae8d6ccf0d3e3c135,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,2b71220dfe1a4410a9bfdb106e4f6cfbf172bbb9cf53190a8462e60910ce5d8f,27434.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,3.45,1268.0,10.0,KVNY/KASE/KVNY,KVNY,KVNY,,,,Booked
AXFAM,8/30/2023,9/3/2023,9/4/2023,3.0,64a818f20c2eef63d58d4172a7b1481a3d509c658f9cfd7d7ca080052d668b54,Charter | 135,AVINODE,Challenger 300,Bombardier,Super Mid-Size,740d04ffa29bd185b911a6cac52cac39c024d8f0053e66c3aa18a37a93c2a4df,77666.0,26a09284d375ce135afdc120f87fdfeb8a9f6c34896927f39102fdd75e5b1989,0.0,5072.0,1.0,PHKO/PHLI/KSDM/KSAT/KBFI,PHKO,KBFI,Wholesale,One way trip,Domestic,Cancelled
VIUBC,8/31/2023,9/4/2023,9/4/2023,3.0,75fd8cb1385c2aa3dd4d1964fe5450418803d0d038b275d1f28bcb172610fb42,Charter | 135,EMAIL,Challenger 300,Bombardier,Super Mid-Size,0fffd566505c15464fee36e406d1732667bd76b144d1b290ccc78b3ef9b32ceb,36570.43,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,0.0,2247.0,0.0,KVNY/KBED,KVNY,KBED,,One way trip,Domestic,Cancelled
XUIHN4,10/25/2021,12/26/2021,1/2/2022,62.0,530da37ef03844782fd6f846f44a152a7d7807f18c7cd1f6e57379d3d2b98bbc,Charter | 135,EMAIL,Falcon 2000EX,Dassault,Super Mid-Size,711967d133e1c07048610448593b61b52ea450ee1fc0c7f72cccddb8f02c2862,86504.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,8.383333333,4296.0,7.0,KVNY/MMPR/MMPR/KSDM/KVNY,KVNY,KVNY,,,,Booked
PISEF,8/31/2023,9/2/2023,9/2/2023,1.0,4494f682bb7f372fcebec6bcef87991bf37fabfa30fcb4a31e3d25a0e7a86073,Subcharter | 135,EMAIL,Gulfstream G280,Gulfstream,Super Mid-Size,6ad0839296f44f7820a1afb5d10bfdeac8fd21eba1394782284bcdae9177e7c9,39500.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,1.7,592.0,2.0,EHEH/LHBP,EHEH,LHBP,Key Account,,International,Booked
EQEWR,11/19/2021,11/29/2021,11/29/2021,10.0,3dee026f7ab0ee64e5b3756d2253c8b6af68bc5735f28e1b6aaa8110a4b8268d,Subcharter | 135,EMAIL,Honda jet,Honda,Light,16462f8705ec20f3bf8ed7dbc98a797b72e3bcf41493ca0921853f53d18ce145,7400.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,0.55,199.0,2.0,KLAS/KVNY,KLAS,KVNY,,,,Booked
YAADP3,11/18/2021,12/2/2021,12/6/2021,14.0,31fa5a7598bffc683b939199de0fe30cac728f6cd52a58751c665beac5fbd9e6,Subcharter | 135,EMAIL,Falcon 900,Dassault,Large,4623cf8188eea1f1d589fb2c8ead220f7a1802df4c3755dfb6828e2f59437d9f,60375.0,aa05e7d0ccad382a6b1446cb10d83ced81e0daf404f85300958bae1c818fce4a,4.733333333,1772.0,9.0,KERV/KLAS/KERV,KERV,KERV,,,,Booked
VOVIF,8/5/2022,9/2/2022,9/6/2022,27.0,6a0c7aa40319afd851873298f9427de53587ad795e9f2bbfcdd10168775b0da5,Charter | 135,EMAIL,Hawker 900XP,Beechcraft,Mid-Size,74368fa6e38b077667baa9310d551e0bbb41e8f396d394723ceda44bfe146043,31201.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,5.566666667,2543.0,6.0,KTIW/KVNY/CYZT/KTIW,KTIW,KTIW,New Retail,One way trip,International,Booked
TOXIS1,9/1/2023,9/4/2023,9/4/2023,3.0,c60e5260eb66e418e6c280dfc1a58cf800dec5e03b2304121dfc4ac3f6026043,Charter | 135,EMAIL,Challenger 300,Bombardier,Super Mid-Size,986eb9d95e98e53a48845e4709d855e730b02910f95bc7151e230df209fbf137,24492.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,4.166666667,1525.0,6.0,KTIW/KBFI/KLAS/KTIW,KTIW,KTIW,New Retail,Roundtrip,Domestic,Booked
URMUM,10/15/2021,10/18/2021,10/18/2021,2.0,54b858fa815dada5b59d467a2ade6ed7a2bc1b367255484965cd0706ca8503ae,Subcharter | 135,EMAIL,Agusta 109SP,AgustaWestland,Light,e105dd09774827e8abccd70b1e4d32a3c308629f8ea843d836e489a4555b687b,5238.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,0.3,12.0,5.0,EGKB/EGLW,EGKB,EGLW,,,,Booked
EQSAO,10/18/2021,10/19/2021,10/21/2021,1.0,750c39720f53fc6e413b75fef91f0ac3fb79d80690379e7b139a3c69312a36ad,Subcharter | 135,EMAIL,Phenom 300,Embraer,Light,4be73cd4c94c710b73ec2fa09f4c08842e5ad001bb254b35e1eba4a5d2568b6d,22900.0,77860aa3545c35b2a1caaa53f0802599dca0498bcccebb930ec388652f4ec41e,1.916666667,836.0,2.0,KVNY/KLAS/KSFO/KVNY,KVNY,KVNY,,,,Booked
KOYAY,12/2/2021,12/8/2021,12/8/2021,6.0,2d2cdefd93481bd97a4732bff79d8c9e98a6779b8d9a068d3bd406d89c7fbb79,Charter | 135,EMAIL,Global 5000,Bombardier,Large,1aee86aef9df121e11252765318bea4c4c38f100c0971b655300c0a12f4b466e,124595.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,5.35,2488.0,5.0,KLAS/KPTK/KPBI,KLAS,KPBI,,,,Booked
SURUO,6/2/2022,6/3/2022,6/11/2022,1.0,16047b4902be1fec5cee618d4c3529f389a25a916dc3fbe13de5dacf34755573,Charter | 135,EMAIL,Gulfstream G550,Gulfstream,Large,74ba1dd4a8c6ffb00a395ce7a3ac3b54246637ba85c9f148d42c03e6c24ee198,195002.0,77860aa3545c35b2a1caaa53f0802599dca0498bcccebb930ec388652f4ec41e,9.5,3760.0,4.0,KVNY/CYVR/PAJN/CYVR/CYYC/KLAS/KVNY,KVNY,KVNY,Key Account,Roundtrip,International,Booked
EQOZR,10/13/2021,10/17/2021,10/18/2021,4.0,a4a2be28d2ec87be1e6864761e4d42088fce884c27d9d6cfda6e0fcf37476de4,Charter | 135,EMAIL,Falcon 900,Dassault,Large,0cb555b47322b30486b47dd74849cea48cac59d079f8d9ebfd7236d860ae3b50,31118.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,4.733333333,2268.0,4.0,PHLI/KVNY,PHLI,KVNY,,,,Booked
UBASP,6/1/2022,6/3/2022,6/6/2022,2.0,6b7d2680cf4143d74279c243abc116e1be25ce2ab6a3b6c2666f03c20e709ea0,Charter | 135,DISPATCH,Embraer 135LR,Embraer,Large,4b58a25c2398025eabff43eae4c8914435d3f9c8b19586414435f3883858118a,58250.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,0.0,3436.0,12.0,,,,Key Account,Roundtrip,Domestic,Cancelled
OVGIZ1,12/21/2021,12/27/2021,12/28/2021,5.0,2d2cdefd93481bd97a4732bff79d8c9e98a6779b8d9a068d3bd406d89c7fbb79,Charter | 135,EMAIL,Global 5000,Bombardier,Large,1aee86aef9df121e11252765318bea4c4c38f100c0971b655300c0a12f4b466e,211635.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,10.03333333,3728.947317,4.0,TJIG/TNCM/KLAS/KRNO,TJIG,KRNO,,,,Booked
OWKAK,9/6/2023,9/12/2023,9/13/2023,6.0,dc21d8a3401f08dc4224faf452deb844d66d43b8216a86c29c4163630820bddd,Charter | 135,EMAIL,Gulfstream G550,Gulfstream,Large,4589261f222dcfc9e20071d38c4def5f9a6fc69d51a93d2adc8f1a6397fc6506,95000.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,9.416666667,4004.0,2.0,KSNA/KOPF/KSNA,KSNA,KSNA,Wholesale,Roundtrip,Domestic,Booked
BAPIM2,6/2/2022,6/4/2022,6/6/2022,2.0,043e504a4fa68e9d16e35055beea24aa29a0646187b33133eb6a4de213104512,Charter | 135,EMAIL,Falcon 900EX EASy,Dassault,Large,cf5dcae9cf7831f1f3e69efcf7621df7716ed416201cc0ca087c10b30c74f96d,68010.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,9.616666667,3964.0,1.0,KVNY/KIAD/KVNY,KVNY,KVNY,Key Account,Roundtrip,Domestic,Booked
UZCIA1,9/3/2023,9/13/2023,9/14/2023,10.0,16047b4902be1fec5cee618d4c3529f389a25a916dc3fbe13de5dacf34755573,Charter | 135,EMAIL,Gulfstream G550,Gulfstream,Large,be41d8aaeead495fca5d6988897e925b204f3eba80df780be1560c5177da8818,36563.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,1.65,556.0,8.0,KVNY/KSFO/KVNY,KVNY,KVNY,Key Account,Roundtrip,Domestic,Booked
EYESU5,6/2/2022,6/3/2022,6/5/2022,1.0,530da37ef03844782fd6f846f44a152a7d7807f18c7cd1f6e57379d3d2b98bbc,Charter | 135,EMAIL,Falcon 2000EX,Dassault,Super Mid-Size,4b58a25c2398025eabff43eae4c8914435d3f9c8b19586414435f3883858118a,60258.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,8.483333333,3506.0,4.0,KVNY/KCVC/3J7/KVNY,KVNY,KVNY,Key Account,Roundtrip,Domestic,Booked
SEZEG,6/6/2022,6/18/2022,6/20/2022,11.0,dc21d8a3401f08dc4224faf452deb844d66d43b8216a86c29c4163630820bddd,Charter | 135,EMAIL,Gulfstream G550,Gulfstream,Large,9e16760f4cc14dfaa5c27af4cfb44d901635ba25ef7f0017c4e20bd44858ed2f,118335.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,9.966666667,4025.0,8.0,KLGB/KVNY/KMDW/KIAD/KVNY,KLGB,KVNY,Wholesale,One way trip,Domestic,Booked
MOUQX,9/8/2023,9/14/2023,9/14/2023,6.0,79c40e63e83dc79b899b4b886be712500181820b95a2a31e1caf2c6958d82a93,Subcharter | 135,EMAIL,Challenger 601,Bombardier,Large,e7cbaad79255874df71d1a97e4c0ced690ea45a2a30a47cc3e4353fe4fedf47e,41465.12,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,5.733333333,2129.0,5.0,KTEB/KVNY,KTEB,KVNY,Key Account,,Domestic,Booked
REEJE,6/6/2022,6/7/2022,6/9/2022,1.0,baa648b0d93ec9e3ac0de1b2cb952cc7119caf0f131402b6d0c89de661c74b7e,Subcharter | 135,EMAIL,Citation X,Cessna,Super Mid-Size,54e0dbfe6965fae04767880618f504e3dde846b014f1849d9032231813515f5d,35798.14,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,5.716666667,5115.0,7.0,KVNY/KDTW/KFRG,KVNY,KFRG,New Retail,,Domestic,Booked
OMCER2,9/7/2023,10/21/2023,10/23/2023,43.0,6fecc3161ec38c97e3e89925772ad9c4197c1e08515bc427fe44c16ca09a1ad3,Charter | 135,EMAIL,Hawker 850XP,Beechcraft,Mid-Size,10bea28be2d3f3a773e8b536d7f69cf5b9f6bb30f59b4330cb15ff789a0c24e6,23217.0,d0b3f933babff9a63acaf7256fa8d06382a5983d563d62200d4f1cb2dc88795e,0.0,522.0,5.0,KHPN/KAUG/KHPN,KHPN,KHPN,,Roundtrip,Domestic,Cancelled
AJEQB,9/8/2023,10/2/2023,10/4/2023,24.0,7525745cee5bc8f364e98f1c0778476bd6a617a7e9213c5e7c2401b4e9890083,Charter | 135,EMAIL,Citation X,Cessna,Super Mid-Size,a7af79e3f94202fc6ab15bc9dac8e0de5e729f590724d61b52444817d01756fa,83413.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,9.716666667,4077.0,2.0,KBFI/KPSC/KIAD/KPSC/KPWT/KBFI,KBFI,KBFI,Wholesale,Roundtrip,Domestic,Booked
SEAVE,6/3/2022,6/3/2022,6/5/2022,0.0,79fc7544ab2ab9a265bbd4f1342c5e9f2b99d79facfd5de4d416ede68a024b3f,Subcharter | 135,EMAIL,Citation X,Cessna,Super Mid-Size,57f6be0f215923fc8b58f82b5c1725b75da2c32eca50008b6e2201cfa82cbb19,84000.0,5555709a6873784db93217773f48c724d7c1ce26bbed6b2b22519eef43996c84,8.666666667,4258.0,8.0,KVNY/KTEB/KVNY,KVNY,KVNY,New Retail,,Domestic,Booked
